,v,vw,o,c,h,l,t,n,UNIXTIME
0,14655.0,189.8616,190.03,189.86,190.86,189.36,1706778000000,301,2024-02-01 04:00:00-05:00
1,2321.0,189.843,189.86,189.85,189.86,189.85,1706778060000,96,2024-02-01 04:01:00-05:00
2,7103.0,189.8948,189.86,189.99,190.0,189.81,1706778120000,155,2024-02-01 04:02:00-05:00
3,2402.0,190.1416,190.2,190.08,190.2,190.08,1706778180000,96,2024-02-01 04:03:00-05:00
4,2763.0,190.0608,190.08,190.0,190.1,190.0,1706778240000,113,2024-02-01 04:04:00-05:00
5,4836.0,189.9022,189.92,189.86,189.93,189.86,1706778300000,109,2024-02-01 04:05:00-05:00
6,7893.0,189.6171,189.76,189.57,189.76,189.51,1706778360000,203,2024-02-01 04:06:00-05:00
7,2720.0,189.6481,189.73,189.56,189.73,189.56,1706778420000,90,2024-02-01 04:07:00-05:00
8,3113.0,189.8553,189.71,189.81,189.92,189.71,1706778480000,80,2024-02-01 04:08:00-05:00
9,1091.0,189.8671,189.91,189.9,189.91,189.9,1706778540000,50,2024-02-01 04:09:00-05:00
10,2024.0,189.9375,189.86,189.99,189.99,189.86,1706778600000,55,2024-02-01 04:10:00-05:00
11,2647.0,190.1707,190.08,190.2,190.2,190.08,1706778660000,62,2024-02-01 04:11:00-05:00
12,2575.0,190.2716,190.25,190.3,190.3,190.25,1706778720000,68,2024-02-01 04:12:00-05:00
13,2744.0,190.3258,190.3,190.4,190.4,190.26,1706778780000,92,2024-02-01 04:13:00-05:00
14,3020.0,190.5302,190.55,190.57,190.57,190.55,1706778840000,87,2024-02-01 04:14:00-05:00
15,4561.0,190.6435,190.6,190.75,190.8,190.57,1706778900000,103,2024-02-01 04:15:00-05:00
16,4915.0,190.805,190.76,190.88,190.88,190.76,1706778960000,130,2024-02-01 04:16:00-05:00
17,9202.0,190.9762,190.87,191.09,191.1,190.87,1706779020000,212,2024-02-01 04:17:00-05:00
18,4108.0,191.0637,191.05,191.09,191.1,191.0,1706779080000,90,2024-02-01 04:18:00-05:00
19,2624.0,191.0243,191.08,191.08,191.08,191.08,1706779140000,110,2024-02-01 04:19:00-05:00
20,2793.0,190.8584,190.84,190.84,190.84,190.84,1706779200000,85,2024-02-01 04:20:00-05:00
21,2207.0,190.8635,190.86,190.91,190.91,190.86,1706779260000,60,2024-02-01 04:21:00-05:00
22,742.0,190.8413,190.83,190.83,190.83,190.83,1706779320000,33,2024-02-01 04:22:00-05:00
23,3024.0,190.8827,190.9,190.88,190.9,190.87,1706779380000,129,2024-02-01 04:23:00-05:00
24,2170.0,190.8651,190.89,190.87,190.89,190.85,1706779440000,70,2024-02-01 04:24:00-05:00
25,3541.0,190.8012,190.81,190.8,190.81,190.8,1706779500000,130,2024-02-01 04:25:00-05:00
26,940.0,190.7888,190.82,190.82,190.82,190.82,1706779620000,45,2024-02-01 04:27:00-05:00
27,1632.0,190.8233,190.8,190.84,190.84,190.8,1706779680000,43,2024-02-01 04:28:00-05:00
28,1358.0,190.7832,190.79,190.79,190.79,190.79,1706779740000,61,2024-02-01 04:29:00-05:00
29,2368.0,190.8388,190.85,190.88,190.88,190.84,1706779800000,53,2024-02-01 04:30:00-05:00
30,1879.0,190.7397,190.7,190.7,190.7,190.7,1706779920000,100,2024-02-01 04:32:00-05:00
31,4613.0,190.5318,190.6,190.51,190.6,190.4,1706779980000,155,2024-02-01 04:33:00-05:00
32,1302.0,190.5304,190.5,190.56,190.56,190.5,1706780040000,53,2024-02-01 04:34:00-05:00
33,2089.0,190.4255,190.43,190.43,190.43,190.43,1706780100000,96,2024-02-01 04:35:00-05:00
34,458.0,190.487,190.48,190.48,190.48,190.48,1706780160000,18,2024-02-01 04:36:00-05:00
35,1335.0,190.5135,190.5,190.5,190.5,190.5,1706780220000,51,2024-02-01 04:37:00-05:00
36,739.0,190.5135,190.52,190.52,190.52,190.52,1706780340000,45,2024-02-01 04:39:00-05:00
37,689.0,190.4636,190.47,190.45,190.47,190.45,1706780400000,38,2024-02-01 04:40:00-05:00
38,2075.0,190.4432,190.42,190.41,190.42,190.41,1706780460000,68,2024-02-01 04:41:00-05:00
39,1781.0,190.5495,190.54,190.57,190.57,190.54,1706780520000,53,2024-02-01 04:42:00-05:00
40,839.0,190.5609,190.57,190.51,190.57,190.51,1706780580000,48,2024-02-01 04:43:00-05:00
41,1356.0,190.5402,190.55,190.55,190.55,190.55,1706780760000,34,2024-02-01 04:46:00-05:00
42,865.0,190.4661,190.45,190.45,190.45,190.45,1706780880000,45,2024-02-01 04:48:00-05:00
43,420.0,190.5232,190.51,190.51,190.51,190.51,1706780940000,20,2024-02-01 04:49:00-05:00
44,1365.0,190.4763,190.52,190.45,190.52,190.45,1706781000000,68,2024-02-01 04:50:00-05:00
45,1129.0,190.4212,190.42,190.42,190.42,190.42,1706781120000,26,2024-02-01 04:52:00-05:00
46,3602.0,190.3961,190.41,190.38,190.41,190.38,1706781180000,108,2024-02-01 04:53:00-05:00
47,2511.0,190.3719,190.39,190.37,190.39,190.34,1706781240000,53,2024-02-01 04:54:00-05:00
48,1003.0,190.3014,190.3,190.3,190.3,190.3,1706781300000,62,2024-02-01 04:55:00-05:00
49,1426.0,190.3538,190.35,190.35,190.35,190.35,1706781420000,40,2024-02-01 04:57:00-05:00
50,1887.0,190.2833,190.3,190.26,190.3,190.26,1706781600000,273,2024-02-01 05:00:00-05:00
51,1294.0,190.2438,190.25,190.24,190.25,190.24,1706781660000,50,2024-02-01 05:01:00-05:00
52,592.0,190.3119,190.35,190.35,190.35,190.35,1706781720000,29,2024-02-01 05:02:00-05:00
53,555.0,190.3445,190.35,190.35,190.35,190.35,1706781780000,30,2024-02-01 05:03:00-05:00
54,2059.0,190.3826,190.39,190.38,190.4,190.38,1706781840000,50,2024-02-01 05:04:00-05:00
55,1548.0,190.3988,190.4,190.41,190.41,190.39,1706781900000,45,2024-02-01 05:05:00-05:00
56,2105.0,190.447,190.38,190.5,190.5,190.38,1706781960000,60,2024-02-01 05:06:00-05:00
57,1849.0,190.493,190.5,190.5,190.5,190.5,1706782140000,48,2024-02-01 05:09:00-05:00
58,1853.0,190.4872,190.48,190.5,190.5,190.48,1706782260000,48,2024-02-01 05:11:00-05:00
59,895.0,190.5477,190.55,190.55,190.55,190.55,1706782320000,41,2024-02-01 05:12:00-05:00
60,1068.0,190.5942,190.58,190.56,190.58,190.56,1706782380000,36,2024-02-01 05:13:00-05:00
61,1679.0,190.7365,190.72,190.72,190.72,190.71,1706782440000,66,2024-02-01 05:14:00-05:00
62,951.0,190.7194,190.71,190.71,190.71,190.71,1706782500000,41,2024-02-01 05:15:00-05:00
63,699.0,190.7291,190.75,190.75,190.75,190.75,1706782560000,34,2024-02-01 05:16:00-05:00
64,770.0,190.7355,190.72,190.74,190.74,190.72,1706782620000,27,2024-02-01 05:17:00-05:00
65,568.0,190.7329,190.75,190.75,190.75,190.75,1706782680000,43,2024-02-01 05:18:00-05:00
66,3302.0,190.5578,190.68,190.43,190.68,190.43,1706782800000,379,2024-02-01 05:20:00-05:00
67,1020.0,190.4562,190.43,190.45,190.45,190.43,1706782860000,36,2024-02-01 05:21:00-05:00
68,1554.0,190.4778,190.45,190.5,190.5,190.45,1706782920000,51,2024-02-01 05:22:00-05:00
69,4360.0,190.5844,190.5,190.75,190.75,190.44,1706782980000,94,2024-02-01 05:23:00-05:00
70,4108.0,190.8336,190.8,190.93,190.93,190.8,1706783040000,71,2024-02-01 05:24:00-05:00
71,5947.0,191.0115,190.94,191.1,191.1,190.94,1706783100000,119,2024-02-01 05:25:00-05:00
72,9985.0,191.065,191.1,191.1,191.1,191.0,1706783160000,219,2024-02-01 05:26:00-05:00
73,4865.0,191.2104,191.14,191.3,191.3,191.14,1706783220000,105,2024-02-01 05:27:00-05:00
74,2268.0,191.1905,191.19,191.2,191.2,191.19,1706783280000,44,2024-02-01 05:28:00-05:00
75,8319.0,191.2444,191.26,191.16,191.4,191.16,1706783340000,212,2024-02-01 05:29:00-05:00
76,3515.0,191.368,191.35,191.28,191.44,191.28,1706783400000,64,2024-02-01 05:30:00-05:00
77,7843.0,191.1785,191.21,191.1,191.21,191.1,1706783460000,116,2024-02-01 05:31:00-05:00
78,3102.0,191.11,191.1,191.16,191.16,191.09,1706783520000,52,2024-02-01 05:32:00-05:00
79,869.0,191.1468,191.15,191.15,191.15,191.15,1706783580000,45,2024-02-01 05:33:00-05:00
80,2372.0,191.2043,191.22,191.2,191.22,191.2,1706783700000,76,2024-02-01 05:35:00-05:00
81,748.0,191.1538,191.16,191.16,191.16,191.16,1706783760000,21,2024-02-01 05:36:00-05:00
82,921.0,191.1436,191.14,191.14,191.14,191.14,1706783820000,30,2024-02-01 05:37:00-05:00
83,1024.0,191.1584,191.18,191.18,191.18,191.18,1706783880000,45,2024-02-01 05:38:00-05:00
84,1168.0,191.1362,191.16,191.1,191.16,191.1,1706783940000,58,2024-02-01 05:39:00-05:00
85,913.0,191.098,191.09,191.08,191.09,191.08,1706784060000,58,2024-02-01 05:41:00-05:00
86,4451.0,191.0643,191.07,191.0,191.1,191.0,1706784120000,130,2024-02-01 05:42:00-05:00
87,1294.0,190.9912,190.98,191.0,191.0,190.98,1706784180000,27,2024-02-01 05:43:00-05:00
88,1050.0,191.0309,191.03,191.03,191.03,191.03,1706784240000,29,2024-02-01 05:44:00-05:00
89,1711.0,190.9131,190.93,190.93,190.93,190.93,1706784480000,59,2024-02-01 05:48:00-05:00
90,1139.0,190.8546,190.85,190.83,190.85,190.83,1706784540000,53,2024-02-01 05:49:00-05:00
91,1123.0,190.8529,190.83,190.85,190.85,190.83,1706784660000,31,2024-02-01 05:51:00-05:00
92,747.0,190.871,190.86,190.86,190.86,190.86,1706784780000,27,2024-02-01 05:53:00-05:00
93,1921.0,190.9297,190.93,190.93,190.93,190.93,1706784840000,39,2024-02-01 05:54:00-05:00
94,1562.0,190.9969,190.98,191.0,191.01,190.98,1706784960000,45,2024-02-01 05:56:00-05:00
95,1572.0,191.0577,191.08,191.08,191.09,191.08,1706785140000,63,2024-02-01 05:59:00-05:00
96,816.0,191.0015,191.0,191.0,191.0,191.0,1706785200000,49,2024-02-01 06:00:00-05:00
97,1421.0,191.0073,191.0,191.0,191.0,191.0,1706785380000,53,2024-02-01 06:03:00-05:00
98,1281.0,191.0052,191.01,191.01,191.01,191.01,1706785560000,52,2024-02-01 06:06:00-05:00
99,976.0,190.9694,191.0,190.95,191.0,190.95,1706785620000,42,2024-02-01 06:07:00-05:00
100,1290.0,190.9481,190.95,190.95,190.95,190.95,1706785680000,74,2024-02-01 06:08:00-05:00
101,951.0,190.8947,190.89,190.89,190.89,190.89,1706785800000,39,2024-02-01 06:10:00-05:00
102,8071.0,190.8121,190.91,190.78,190.92,190.76,1706785860000,171,2024-02-01 06:11:00-05:00
103,1515.0,190.8318,190.85,190.84,190.85,190.84,1706785980000,37,2024-02-01 06:13:00-05:00
104,2161.0,190.8418,190.85,190.85,190.85,190.85,1706786100000,63,2024-02-01 06:15:00-05:00
105,923.0,190.885,190.89,190.85,190.89,190.85,1706786160000,50,2024-02-01 06:16:00-05:00
106,936.0,190.9036,190.9,190.9,190.9,190.9,1706786280000,34,2024-02-01 06:18:00-05:00
107,922.0,190.8969,190.9,190.9,190.9,190.9,1706786340000,28,2024-02-01 06:19:00-05:00
108,1016.0,190.7456,190.78,190.72,190.78,190.72,1706786700000,43,2024-02-01 06:25:00-05:00
109,1895.0,190.7399,190.75,190.75,190.75,190.75,1706786760000,63,2024-02-01 06:26:00-05:00
110,2243.0,190.761,190.75,190.8,190.8,190.75,1706786820000,55,2024-02-01 06:27:00-05:00
111,749.0,190.7642,190.77,190.77,190.77,190.77,1706786880000,22,2024-02-01 06:28:00-05:00
112,365.0,190.7405,190.74,190.74,190.74,190.74,1706787120000,30,2024-02-01 06:32:00-05:00
113,652.0,190.7743,190.77,190.77,190.77,190.77,1706787180000,37,2024-02-01 06:33:00-05:00
114,3463.0,190.8455,190.85,190.93,190.93,190.83,1706787300000,75,2024-02-01 06:35:00-05:00
115,488.0,190.8745,190.87,190.87,190.87,190.87,1706787360000,24,2024-02-01 06:36:00-05:00
116,393.0,190.8939,190.91,190.9,190.91,190.9,1706787420000,21,2024-02-01 06:37:00-05:00
117,1088.0,190.8132,190.83,190.83,190.83,190.83,1706787480000,58,2024-02-01 06:38:00-05:00
118,867.0,190.8039,190.8,190.8,190.8,190.8,1706787540000,42,2024-02-01 06:39:00-05:00
119,346.0,190.7706,190.8,190.8,190.8,190.8,1706787600000,46,2024-02-01 06:40:00-05:00
120,1271.0,190.7196,190.72,190.72,190.72,190.72,1706787720000,71,2024-02-01 06:42:00-05:00
121,4168.0,190.5816,190.68,190.5,190.69,190.5,1706787780000,185,2024-02-01 06:43:00-05:00
122,1006.0,190.5469,190.55,190.55,190.55,190.55,1706787840000,27,2024-02-01 06:44:00-05:00
123,2610.0,190.4547,190.5,190.49,190.5,190.4,1706787900000,91,2024-02-01 06:45:00-05:00
124,669.0,190.4349,190.42,190.42,190.42,190.42,1706787960000,35,2024-02-01 06:46:00-05:00
125,1418.0,190.4159,190.41,190.38,190.41,190.38,1706788020000,77,2024-02-01 06:47:00-05:00
126,893.0,190.405,190.41,190.41,190.41,190.41,1706788080000,37,2024-02-01 06:48:00-05:00
127,2769.0,190.4934,190.48,190.5,190.51,190.48,1706788140000,43,2024-02-01 06:49:00-05:00
128,1491.0,190.4904,190.5,190.5,190.5,190.5,1706788200000,48,2024-02-01 06:50:00-05:00
129,2976.0,190.3966,190.41,190.4,190.41,190.4,1706788260000,105,2024-02-01 06:51:00-05:00
130,664.0,190.3576,190.38,190.38,190.38,190.38,1706788320000,40,2024-02-01 06:52:00-05:00
131,1985.0,190.3503,190.4,190.32,190.4,190.32,1706788440000,56,2024-02-01 06:54:00-05:00
132,606.0,190.3505,190.36,190.36,190.36,190.36,1706788500000,38,2024-02-01 06:55:00-05:00
133,1257.0,190.3344,190.34,190.34,190.34,190.34,1706788560000,59,2024-02-01 06:56:00-05:00
134,3148.0,190.3492,190.33,190.36,190.36,190.33,1706788620000,88,2024-02-01 06:57:00-05:00
135,1433.0,190.3784,190.39,190.4,190.4,190.39,1706788680000,41,2024-02-01 06:58:00-05:00
136,2106.0,190.3781,190.4,190.4,190.4,190.4,1706788740000,58,2024-02-01 06:59:00-05:00
137,12695.0,190.2395,190.34,190.2,190.4,190.11,1706788800000,419,2024-02-01 07:00:00-05:00
138,5409.0,190.0843,190.13,190.06,190.13,190.05,1706788860000,183,2024-02-01 07:01:00-05:00
139,8222.0,190.0969,190.1,190.06,190.12,190.05,1706788920000,181,2024-02-01 07:02:00-05:00
140,5223.0,190.1355,190.12,190.22,190.22,190.12,1706788980000,89,2024-02-01 07:03:00-05:00
141,5596.0,190.1937,190.3,190.18,190.3,190.15,1706789040000,132,2024-02-01 07:04:00-05:00
142,1749.0,190.2009,190.2,190.22,190.22,190.2,1706789100000,48,2024-02-01 07:05:00-05:00
143,4477.0,190.2196,190.22,190.2,190.22,190.2,1706789160000,82,2024-02-01 07:06:00-05:00
144,4806.0,190.2607,190.17,190.2,190.3,190.17,1706789220000,118,2024-02-01 07:07:00-05:00
145,4325.0,190.2936,190.35,190.25,190.35,190.25,1706789340000,87,2024-02-01 07:09:00-05:00
146,5488.0,190.2214,190.25,190.25,190.25,190.17,1706789400000,90,2024-02-01 07:10:00-05:00
147,1261.0,190.1932,190.17,190.17,190.17,190.17,1706789460000,46,2024-02-01 07:11:00-05:00
148,2299.0,190.2039,190.2,190.21,190.21,190.2,1706789520000,56,2024-02-01 07:12:00-05:00
149,4285.0,190.201,190.21,190.2,190.21,190.2,1706789580000,83,2024-02-01 07:13:00-05:00
150,2289.0,190.1433,190.19,190.14,190.19,190.14,1706789640000,98,2024-02-01 07:14:00-05:00
151,2029.0,190.1274,190.12,190.13,190.13,190.12,1706789700000,46,2024-02-01 07:15:00-05:00
152,3164.0,190.0445,190.08,190.05,190.08,190.02,1706789760000,105,2024-02-01 07:16:00-05:00
153,17825.0,189.9672,190.01,189.8,190.01,189.8,1706789820000,640,2024-02-01 07:17:00-05:00
154,8489.0,189.7918,189.86,189.8,189.86,189.75,1706789880000,157,2024-02-01 07:18:00-05:00
155,9238.0,189.7554,189.8,189.66,189.8,189.66,1706789940000,206,2024-02-01 07:19:00-05:00
156,13018.0,189.5731,189.69,189.5,189.69,189.5,1706790000000,278,2024-02-01 07:20:00-05:00
157,9061.0,189.5363,189.52,189.53,189.55,189.5,1706790060000,162,2024-02-01 07:21:00-05:00
158,9843.0,189.5054,189.51,189.5,189.55,189.46,1706790120000,259,2024-02-01 07:22:00-05:00
159,5388.0,189.4987,189.5,189.5,189.5,189.48,1706790180000,110,2024-02-01 07:23:00-05:00
160,6199.0,189.5126,189.52,189.45,189.56,189.45,1706790240000,96,2024-02-01 07:24:00-05:00
161,2064.0,189.5,189.5,189.52,189.52,189.5,1706790300000,61,2024-02-01 07:25:00-05:00
162,5197.0,189.5024,189.54,189.47,189.54,189.46,1706790360000,128,2024-02-01 07:26:00-05:00
163,6228.0,189.5326,189.46,189.6,189.6,189.45,1706790420000,81,2024-02-01 07:27:00-05:00
164,6610.0,189.5222,189.6,189.47,189.6,189.41,1706790480000,185,2024-02-01 07:28:00-05:00
165,5645.0,189.5877,189.59,189.59,189.6,189.59,1706790540000,113,2024-02-01 07:29:00-05:00
