,v,vw,o,c,h,l,t,n,UNIXTIME
0,1653.0,185.7287,185.49,185.7,185.8,185.49,1706778000000,76,2024-02-01 04:00:00-05:00
1,3388.0,185.893,185.83,185.88,185.9,185.83,1706778180000,72,2024-02-01 04:03:00-05:00
2,397.0,185.7939,185.8,185.8,185.8,185.8,1706778300000,15,2024-02-01 04:05:00-05:00
3,652.0,185.7279,185.75,185.75,185.75,185.75,1706778360000,29,2024-02-01 04:06:00-05:00
4,550.0,185.7734,185.75,185.75,185.75,185.75,1706778420000,28,2024-02-01 04:07:00-05:00
5,525.0,185.8688,185.87,185.87,185.87,185.87,1706778720000,9,2024-02-01 04:12:00-05:00
6,535.0,185.7893,185.8,185.8,185.8,185.8,1706779380000,13,2024-02-01 04:23:00-05:00
7,549.0,185.7509,185.76,185.76,185.76,185.76,1706779740000,25,2024-02-01 04:29:00-05:00
8,548.0,185.7476,185.75,185.75,185.75,185.75,1706780100000,25,2024-02-01 04:35:00-05:00
9,603.0,185.7093,185.71,185.71,185.71,185.71,1706780160000,49,2024-02-01 04:36:00-05:00
10,245.0,185.6338,185.63,185.63,185.63,185.63,1706780220000,26,2024-02-01 04:37:00-05:00
11,682.0,185.5951,185.6,185.58,185.6,185.58,1706780280000,31,2024-02-01 04:38:00-05:00
12,473.0,185.5358,185.55,185.55,185.55,185.55,1706780340000,23,2024-02-01 04:39:00-05:00
13,1180.0,185.4798,185.52,185.45,185.52,185.45,1706780400000,55,2024-02-01 04:40:00-05:00
14,1056.0,185.5285,185.51,185.54,185.54,185.51,1706780460000,18,2024-02-01 04:41:00-05:00
15,2278.0,185.5032,185.5,185.5,185.5,185.5,1706780520000,34,2024-02-01 04:42:00-05:00
16,263.0,185.5681,185.57,185.57,185.57,185.57,1706781360000,8,2024-02-01 04:56:00-05:00
17,1632.0,185.595,185.6,185.6,185.6,185.6,1706781420000,24,2024-02-01 04:57:00-05:00
18,2300.0,185.5263,185.55,185.51,185.55,185.51,1706781540000,53,2024-02-01 04:59:00-05:00
19,995.0,185.4153,185.4,185.4,185.4,185.4,1706781660000,41,2024-02-01 05:01:00-05:00
20,1413.0,185.3982,185.41,185.4,185.41,185.4,1706781720000,23,2024-02-01 05:02:00-05:00
