,v,vw,o,c,h,l,t,n,UNIXTIME
0,36230.0,194.2401,194.1,193.84,195.55,193.42,1706605200000,628,2024-01-30 04:00:00-05:00
1,24572.0,194.4265,194.0,194.2,194.88,193.81,1706605260000,497,2024-01-30 04:01:00-05:00
2,12276.0,193.9709,194.2,193.8,194.23,193.8,1706605320000,340,2024-01-30 04:02:00-05:00
3,7863.0,193.9033,193.81,193.98,194.0,193.78,1706605380000,180,2024-01-30 04:03:00-05:00
4,3787.0,194.0556,193.99,194.18,194.24,193.99,1706605440000,118,2024-01-30 04:04:00-05:00
5,9025.0,194.2631,194.19,194.33,194.4,194.19,1706605500000,216,2024-01-30 04:05:00-05:00
6,10393.0,194.3312,194.29,194.25,194.44,194.25,1706605560000,268,2024-01-30 04:06:00-05:00
7,10882.0,194.028,194.24,193.91,194.24,193.9,1706605620000,328,2024-01-30 04:07:00-05:00
8,12190.0,193.7625,193.91,193.56,193.91,193.56,1706605680000,355,2024-01-30 04:08:00-05:00
9,1647.0,193.8731,193.82,193.9,193.9,193.82,1706605740000,85,2024-01-30 04:09:00-05:00
10,4718.0,193.8952,193.95,193.8,194.0,193.78,1706605800000,184,2024-01-30 04:10:00-05:00
11,4553.0,193.8233,193.86,193.75,193.87,193.75,1706605860000,179,2024-01-30 04:11:00-05:00
12,3564.0,193.8323,193.76,193.85,193.87,193.76,1706605920000,102,2024-01-30 04:12:00-05:00
13,5385.0,193.7905,193.86,193.86,193.86,193.73,1706605980000,161,2024-01-30 04:13:00-05:00
14,3848.0,193.9397,193.8,193.97,194.0,193.8,1706606040000,107,2024-01-30 04:14:00-05:00
15,3988.0,193.9276,193.96,193.91,193.96,193.9,1706606100000,99,2024-01-30 04:15:00-05:00
16,2185.0,194.0196,194.0,194.04,194.04,194.0,1706606160000,91,2024-01-30 04:16:00-05:00
17,6478.0,194.1645,194.1,194.01,194.25,194.01,1706606220000,448,2024-01-30 04:17:00-05:00
18,1949.0,194.0606,194.08,194.06,194.08,194.02,1706606280000,60,2024-01-30 04:18:00-05:00
19,4899.0,194.1807,194.08,194.29,194.29,194.08,1706606340000,140,2024-01-30 04:19:00-05:00
20,7847.0,194.3094,194.34,194.3,194.37,194.19,1706606400000,163,2024-01-30 04:20:00-05:00
21,5906.0,194.442,194.35,194.49,194.5,194.35,1706606460000,109,2024-01-30 04:21:00-05:00
22,7790.0,194.6604,194.5,194.7,194.75,194.5,1706606520000,211,2024-01-30 04:22:00-05:00
23,10425.0,194.4425,194.68,194.21,194.7,194.21,1706606580000,258,2024-01-30 04:23:00-05:00
24,6277.0,194.1648,194.21,194.2,194.25,194.15,1706606640000,246,2024-01-30 04:24:00-05:00
25,2956.0,194.1987,194.19,194.19,194.2,194.19,1706606700000,139,2024-01-30 04:25:00-05:00
26,1556.0,194.2343,194.19,194.24,194.24,194.19,1706606760000,71,2024-01-30 04:26:00-05:00
27,7471.0,194.2488,194.29,194.17,194.35,194.1,1706606820000,208,2024-01-30 04:27:00-05:00
28,10719.0,193.9395,194.2,193.8,194.2,193.8,1706606880000,373,2024-01-30 04:28:00-05:00
29,5558.0,193.9813,193.91,193.93,194.08,193.9,1706606940000,137,2024-01-30 04:29:00-05:00
30,1666.0,194.0238,194.03,194.01,194.08,194.01,1706607000000,67,2024-01-30 04:30:00-05:00
31,4831.0,194.1234,194.13,194.13,194.13,194.11,1706607060000,86,2024-01-30 04:31:00-05:00
32,2940.0,194.2495,194.2,194.28,194.3,194.2,1706607120000,84,2024-01-30 04:32:00-05:00
33,1916.0,194.2726,194.3,194.23,194.3,194.23,1706607180000,89,2024-01-30 04:33:00-05:00
34,2060.0,194.2452,194.25,194.24,194.25,194.24,1706607240000,100,2024-01-30 04:34:00-05:00
35,1394.0,194.2073,194.18,194.18,194.18,194.18,1706607300000,74,2024-01-30 04:35:00-05:00
36,2995.0,194.1457,194.23,194.1,194.23,194.1,1706607360000,143,2024-01-30 04:36:00-05:00
37,1870.0,194.2024,194.23,194.23,194.23,194.23,1706607420000,67,2024-01-30 04:37:00-05:00
38,4509.0,194.1275,194.16,194.14,194.16,194.09,1706607480000,124,2024-01-30 04:38:00-05:00
39,2708.0,194.0905,194.09,194.09,194.09,194.09,1706607540000,138,2024-01-30 04:39:00-05:00
40,5157.0,194.0552,194.12,194.0,194.13,194.0,1706607600000,188,2024-01-30 04:40:00-05:00
41,3897.0,194.0828,194.09,194.14,194.14,194.06,1706607660000,80,2024-01-30 04:41:00-05:00
42,1614.0,194.1318,194.13,194.14,194.14,194.13,1706607720000,52,2024-01-30 04:42:00-05:00
43,2909.0,194.2699,194.25,194.35,194.35,194.25,1706607780000,91,2024-01-30 04:43:00-05:00
44,8823.0,194.5403,194.39,194.6,194.66,194.39,1706607840000,243,2024-01-30 04:44:00-05:00
45,5158.0,194.7125,194.67,194.57,194.79,194.57,1706607900000,143,2024-01-30 04:45:00-05:00
46,2878.0,194.5014,194.5,194.5,194.51,194.47,1706607960000,127,2024-01-30 04:46:00-05:00
