,v,vw,o,c,h,l,t,n,UNIXTIME
0,481.0,190.9177,190.91,190.91,190.91,190.91,1706605260000,26,2024-01-30 04:01:00-05:00
1,2014.0,190.7917,190.75,190.87,190.87,190.72,1706605320000,76,2024-01-30 04:02:00-05:00
2,257.0,190.826,190.82,190.82,190.82,190.82,1706605380000,19,2024-01-30 04:03:00-05:00
3,2024.0,190.7044,190.71,190.7,190.71,190.7,1706605500000,26,2024-01-30 04:05:00-05:00
4,2898.0,190.6051,190.65,190.6,190.65,190.59,1706605620000,42,2024-01-30 04:07:00-05:00
5,619.0,190.7576,190.74,190.74,190.74,190.74,1706605740000,23,2024-01-30 04:09:00-05:00
6,1506.0,190.8002,190.8,190.8,190.8,190.8,1706605800000,24,2024-01-30 04:10:00-05:00
7,183.0,190.7348,190.75,190.75,190.75,190.75,1706605860000,9,2024-01-30 04:11:00-05:00
8,1718.0,190.691,190.7,190.68,190.7,190.68,1706606040000,46,2024-01-30 04:14:00-05:00
9,521.0,190.6893,190.69,190.69,190.69,190.69,1706606100000,15,2024-01-30 04:15:00-05:00
10,681.0,190.6551,190.66,190.66,190.66,190.66,1706606160000,29,2024-01-30 04:16:00-05:00
11,694.0,190.5695,190.56,190.56,190.56,190.56,1706606220000,33,2024-01-30 04:17:00-05:00
12,839.0,190.4903,190.5,190.5,190.5,190.5,1706606400000,53,2024-01-30 04:20:00-05:00
13,936.0,190.4397,190.43,190.43,190.43,190.43,1706606580000,36,2024-01-30 04:23:00-05:00
14,457.0,190.4146,190.41,190.41,190.41,190.41,1706606640000,14,2024-01-30 04:24:00-05:00
15,1109.0,190.4106,190.41,190.41,190.41,190.41,1706606700000,20,2024-01-30 04:25:00-05:00
16,381.0,190.3882,190.39,190.39,190.39,190.39,1706606820000,18,2024-01-30 04:27:00-05:00
17,808.0,190.3845,190.39,190.4,190.4,190.39,1706606880000,27,2024-01-30 04:28:00-05:00
18,1946.0,190.3784,190.38,190.4,190.4,190.37,1706607000000,47,2024-01-30 04:30:00-05:00
19,1308.0,190.4145,190.39,190.45,190.45,190.39,1706607060000,29,2024-01-30 04:31:00-05:00
20,2731.0,190.4763,190.45,190.49,190.5,190.45,1706607120000,43,2024-01-30 04:32:00-05:00
21,215.0,190.432,190.41,190.41,190.41,190.41,1706607180000,11,2024-01-30 04:33:00-05:00
22,416.0,190.4522,190.45,190.45,190.45,190.45,1706607240000,18,2024-01-30 04:34:00-05:00
23,829.0,190.4152,190.4,190.4,190.4,190.4,1706607360000,19,2024-01-30 04:36:00-05:00
24,267.0,190.4104,190.4,190.4,190.4,190.4,1706607420000,11,2024-01-30 04:37:00-05:00
25,1216.0,190.3932,190.4,190.4,190.4,190.4,1706607480000,27,2024-01-30 04:38:00-05:00
26,316.0,190.4186,190.41,190.41,190.41,190.41,1706607840000,18,2024-01-30 04:44:00-05:00
27,1162.0,190.407,190.41,190.4,190.41,190.4,1706608080000,31,2024-01-30 04:48:00-05:00
28,472.0,190.4423,190.44,190.44,190.44,190.44,1706608200000,13,2024-01-30 04:50:00-05:00
29,772.0,190.4127,190.43,190.4,190.43,190.4,1706608440000,35,2024-01-30 04:54:00-05:00
30,185.0,190.4024,190.4,190.4,190.4,190.4,1706608500000,7,2024-01-30 04:55:00-05:00
31,849.0,190.4385,190.43,190.45,190.45,190.43,1706608680000,25,2024-01-30 04:58:00-05:00
32,406.0,190.4914,190.5,190.5,190.5,190.5,1706608740000,21,2024-01-30 04:59:00-05:00
33,1345.0,190.513,190.5,190.5,190.5,190.5,1706608800000,39,2024-01-30 05:00:00-05:00
34,541.0,190.5477,190.55,190.55,190.55,190.55,1706608860000,27,2024-01-30 05:01:00-05:00
35,599.0,190.5343,190.53,190.53,190.53,190.53,1706609160000,25,2024-01-30 05:06:00-05:00
36,172.0,190.5138,190.51,190.51,190.51,190.51,1706609280000,7,2024-01-30 05:08:00-05:00
37,159.0,190.5313,190.53,190.53,190.53,190.53,1706609520000,4,2024-01-30 05:12:00-05:00
38,526.0,190.5942,190.59,190.59,190.59,190.59,1706609580000,18,2024-01-30 05:13:00-05:00
39,216.0,190.7277,190.73,190.73,190.73,190.73,1706609700000,6,2024-01-30 05:15:00-05:00
40,622.0,190.75,190.75,190.75,190.75,190.75,1706610000000,19,2024-01-30 05:20:00-05:00
41,1298.0,190.7525,190.76,190.75,190.76,190.75,1706610060000,32,2024-01-30 05:21:00-05:00
42,239.0,190.6982,190.7,190.7,190.7,190.7,1706610240000,12,2024-01-30 05:24:00-05:00
43,129.0,190.7002,190.7,190.7,190.7,190.7,1706610360000,11,2024-01-30 05:26:00-05:00
44,313.0,190.701,190.7,190.7,190.7,190.7,1706611140000,21,2024-01-30 05:39:00-05:00
45,761.0,190.6561,190.65,190.65,190.65,190.65,1706611380000,28,2024-01-30 05:43:00-05:00
46,783.0,190.5899,190.58,190.58,190.58,190.58,1706611560000,20,2024-01-30 05:46:00-05:00
47,474.0,190.4715,190.47,190.47,190.47,190.47,1706611980000,10,2024-01-30 05:53:00-05:00
48,245.0,190.4999,190.5,190.5,190.5,190.5,1706612040000,6,2024-01-30 05:54:00-05:00
49,167.0,190.444,190.42,190.42,190.42,190.42,1706612100000,6,2024-01-30 05:55:00-05:00
50,553.0,190.4403,190.43,190.43,190.43,190.43,1706612340000,19,2024-01-30 05:59:00-05:00
51,1032.0,190.4558,190.4,190.4,190.4,190.4,1706612520000,34,2024-01-30 06:02:00-05:00
52,3401.0,190.4116,190.43,190.4,190.43,190.4,1706612760000,70,2024-01-30 06:06:00-05:00
53,414.0,190.4104,190.41,190.41,190.41,190.41,1706612820000,8,2024-01-30 06:07:00-05:00
54,389.0,190.4174,190.41,190.41,190.41,190.41,1706613060000,13,2024-01-30 06:11:00-05:00
55,763.0,190.4007,190.41,190.4,190.41,190.4,1706613420000,45,2024-01-30 06:17:00-05:00
56,224.0,190.3988,190.39,190.39,190.39,190.39,1706613540000,14,2024-01-30 06:19:00-05:00
57,2059.0,190.4653,190.45,190.5,190.5,190.45,1706614080000,75,2024-01-30 06:28:00-05:00
58,710.0,190.6007,190.6,190.6,190.6,190.6,1706614320000,23,2024-01-30 06:32:00-05:00
59,299.0,190.6028,190.61,190.61,190.61,190.61,1706614380000,12,2024-01-30 06:33:00-05:00
60,288.0,190.6182,190.59,190.59,190.59,190.59,1706614560000,21,2024-01-30 06:36:00-05:00
61,785.0,190.6544,190.66,190.66,190.66,190.66,1706614620000,24,2024-01-30 06:37:00-05:00
62,220.0,190.6321,190.65,190.65,190.65,190.65,1706614980000,13,2024-01-30 06:43:00-05:00
63,826.0,190.6035,190.6,190.6,190.6,190.6,1706615160000,12,2024-01-30 06:46:00-05:00
64,1418.0,190.6,190.6,190.6,190.6,190.6,1706615220000,10,2024-01-30 06:47:00-05:00
65,354.0,190.5399,190.52,190.52,190.52,190.52,1706615700000,16,2024-01-30 06:55:00-05:00
66,451.0,190.5112,190.51,190.51,190.51,190.51,1706615760000,21,2024-01-30 06:56:00-05:00
67,510.0,190.5449,190.51,190.51,190.51,190.51,1706615820000,25,2024-01-30 06:57:00-05:00
68,4813.0,190.58,190.57,190.51,190.6,190.51,1706616000000,130,2024-01-30 07:00:00-05:00
69,1956.0,190.5919,190.58,190.6,190.6,190.58,1706616060000,31,2024-01-30 07:01:00-05:00
70,1199.0,190.6467,190.64,190.69,190.69,190.64,1706616120000,41,2024-01-30 07:02:00-05:00
71,1011.0,190.6038,190.57,190.57,190.57,190.57,1706616180000,46,2024-01-30 07:03:00-05:00
72,602.0,190.6211,190.6,190.6,190.6,190.6,1706616240000,14,2024-01-30 07:04:00-05:00
73,3050.0,190.6336,190.6,190.66,190.66,190.6,1706616360000,62,2024-01-30 07:06:00-05:00
74,1678.0,190.5724,190.56,190.55,190.56,190.55,1706616420000,48,2024-01-30 07:07:00-05:00
75,2007.0,190.5363,190.53,190.52,190.53,190.52,1706616480000,48,2024-01-30 07:08:00-05:00
76,370.0,190.6,190.63,190.63,190.63,190.63,1706616660000,20,2024-01-30 07:11:00-05:00
77,487.0,190.5773,190.58,190.58,190.58,190.58,1706616780000,29,2024-01-30 07:13:00-05:00
78,730.0,190.6107,190.64,190.6,190.64,190.6,1706616900000,25,2024-01-30 07:15:00-05:00
79,1744.0,190.5716,190.6,190.55,190.6,190.55,1706616960000,61,2024-01-30 07:16:00-05:00
80,762.0,190.5675,190.59,190.59,190.59,190.59,1706617020000,28,2024-01-30 07:17:00-05:00
81,195.0,190.5856,190.59,190.59,190.59,190.59,1706617140000,14,2024-01-30 07:19:00-05:00
82,2219.0,190.6321,190.6,190.68,190.68,190.6,1706617200000,63,2024-01-30 07:20:00-05:00
83,2131.0,190.6736,190.66,190.64,190.7,190.64,1706617380000,60,2024-01-30 07:23:00-05:00
84,2112.0,190.6389,190.66,190.63,190.66,190.63,1706617440000,56,2024-01-30 07:24:00-05:00
85,1958.0,190.7073,190.7,190.7,190.7,190.7,1706617620000,77,2024-01-30 07:27:00-05:00
86,798.0,190.7386,190.75,190.75,190.75,190.75,1706617680000,18,2024-01-30 07:28:00-05:00
87,766.0,190.7295,190.72,190.73,190.73,190.72,1706617740000,22,2024-01-30 07:29:00-05:00
88,512.0,190.7163,190.7,190.75,190.75,190.7,1706617800000,10,2024-01-30 07:30:00-05:00
89,7247.0,190.6885,190.72,190.67,190.72,190.66,1706617860000,59,2024-01-30 07:31:00-05:00
90,392.0,190.6507,190.64,190.64,190.64,190.64,1706617920000,15,2024-01-30 07:32:00-05:00
91,3353.0,190.6742,190.68,190.68,190.68,190.67,1706618040000,35,2024-01-30 07:34:00-05:00
92,694.0,190.6584,190.65,190.64,190.65,190.64,1706618100000,28,2024-01-30 07:35:00-05:00
93,349.0,190.6422,190.64,190.64,190.64,190.64,1706618160000,20,2024-01-30 07:36:00-05:00
94,1398.0,190.6363,190.66,190.6,190.66,190.6,1706618340000,46,2024-01-30 07:39:00-05:00
95,2088.0,190.598,190.59,190.59,190.6,190.59,1706618400000,25,2024-01-30 07:40:00-05:00
96,485.0,190.6179,190.65,190.65,190.65,190.65,1706618580000,19,2024-01-30 07:43:00-05:00
97,2143.0,190.5859,190.59,190.59,190.59,190.59,1706618640000,33,2024-01-30 07:44:00-05:00
98,902.0,190.5935,190.65,190.6,190.65,190.57,1706618700000,22,2024-01-30 07:45:00-05:00
99,502.0,190.6443,190.63,190.63,190.63,190.63,1706618940000,20,2024-01-30 07:49:00-05:00
100,1885.0,190.6315,190.65,190.65,190.65,190.65,1706619000000,38,2024-01-30 07:50:00-05:00
101,4102.0,190.628,190.65,190.57,190.67,190.57,1706619120000,70,2024-01-30 07:52:00-05:00
102,793.0,190.6128,190.62,190.62,190.62,190.62,1706619180000,22,2024-01-30 07:53:00-05:00
103,410.0,190.5973,190.59,190.59,190.59,190.59,1706619300000,11,2024-01-30 07:55:00-05:00
104,847.0,190.5775,190.6,190.57,190.6,190.57,1706619360000,15,2024-01-30 07:56:00-05:00
105,1057.0,190.5823,190.57,190.57,190.6,190.57,1706619420000,18,2024-01-30 07:57:00-05:00
106,1646.0,190.5623,190.57,190.56,190.57,190.56,1706619480000,37,2024-01-30 07:58:00-05:00
107,720.0,190.5528,190.55,190.55,190.55,190.55,1706619540000,28,2024-01-30 07:59:00-05:00
108,22694.0,190.6335,190.5115,190.57,190.75,190.51,1706619600000,510,2024-01-30 08:00:00-05:00
