,v,vw,o,c,h,l,t,n,UNIXTIME
0,1126.0,188.0498,188.4,187.95,188.4,187.95,1707210000000,63,2024-02-06 04:00:00-05:00
1,1179.0,187.9973,188.0,187.99,188.0,187.99,1707210060000,37,2024-02-06 04:01:00-05:00
2,740.0,187.9692,187.96,187.96,187.96,187.96,1707210180000,27,2024-02-06 04:03:00-05:00
3,497.0,188.0238,188.0,188.0,188.0,188.0,1707210240000,22,2024-02-06 04:04:00-05:00
4,404.0,188.1202,188.13,188.13,188.13,188.13,1707210360000,20,2024-02-06 04:06:00-05:00
5,861.0,188.1429,188.15,188.13,188.15,188.13,1707210420000,23,2024-02-06 04:07:00-05:00
6,453.0,188.1377,188.15,188.15,188.15,188.15,1707210480000,16,2024-02-06 04:08:00-05:00
7,1633.0,188.1471,188.15,188.15,188.15,188.15,1707210540000,15,2024-02-06 04:09:00-05:00
8,937.0,188.1648,188.15,188.15,188.15,188.15,1707210600000,30,2024-02-06 04:10:00-05:00
9,1539.0,188.1241,188.15,188.14,188.15,188.1,1707210660000,42,2024-02-06 04:11:00-05:00
10,388.0,188.0902,188.09,188.09,188.09,188.09,1707210720000,7,2024-02-06 04:12:00-05:00
11,365.0,188.0951,188.1,188.1,188.1,188.1,1707210840000,24,2024-02-06 04:14:00-05:00
12,386.0,188.1012,188.08,188.08,188.08,188.08,1707210900000,18,2024-02-06 04:15:00-05:00
13,567.0,188.0859,188.09,188.09,188.09,188.09,1707211020000,20,2024-02-06 04:17:00-05:00
14,336.0,188.0796,188.08,188.08,188.08,188.08,1707211200000,17,2024-02-06 04:20:00-05:00
15,3291.0,188.0239,188.05,187.94,188.05,187.94,1707211380000,58,2024-02-06 04:23:00-05:00
16,473.0,187.9034,187.9,187.9,187.9,187.9,1707211680000,22,2024-02-06 04:28:00-05:00
17,560.0,187.9171,187.92,187.92,187.92,187.92,1707211800000,19,2024-02-06 04:30:00-05:00
18,2710.0,187.8553,187.9,187.8,187.9,187.8,1707211860000,73,2024-02-06 04:31:00-05:00
19,694.0,187.816,187.8,187.81,187.81,187.8,1707211980000,17,2024-02-06 04:33:00-05:00
20,522.0,187.8599,187.85,187.85,187.85,187.85,1707212040000,15,2024-02-06 04:34:00-05:00
