,v,vw,o,c,h,l,t,n,UNIXTIME
0,5237.0,186.7115,186.62,186.69,187.0,186.62,1707123600000,303,2024-02-05 04:00:00-05:00
1,5328.0,186.8676,186.87,186.85,187.0,186.71,1707123660000,182,2024-02-05 04:01:00-05:00
2,1898.0,186.7101,186.75,186.77,186.77,186.7,1707123780000,125,2024-02-05 04:03:00-05:00
3,7626.0,186.1948,186.52,186.0,186.52,185.96,1707123840000,301,2024-02-05 04:04:00-05:00
4,3116.0,185.9794,186.0,185.9,186.09,185.9,1707123900000,126,2024-02-05 04:05:00-05:00
5,3954.0,185.791,185.85,185.85,185.85,185.75,1707123960000,176,2024-02-05 04:06:00-05:00
6,3495.0,185.8773,185.9,185.85,185.9,185.85,1707124020000,77,2024-02-05 04:07:00-05:00
7,1381.0,185.8359,185.86,185.77,185.86,185.77,1707124080000,68,2024-02-05 04:08:00-05:00
8,2133.0,185.7447,185.8,185.7,185.8,185.7,1707124140000,91,2024-02-05 04:09:00-05:00
9,2800.0,185.7455,185.72,185.75,185.8,185.72,1707124200000,88,2024-02-05 04:10:00-05:00
10,2353.0,185.8557,185.8,185.87,185.87,185.8,1707124260000,65,2024-02-05 04:11:00-05:00
11,1704.0,185.8893,185.88,185.88,185.9,185.88,1707124320000,75,2024-02-05 04:12:00-05:00
12,1599.0,185.8226,185.85,185.84,185.85,185.8,1707124380000,86,2024-02-05 04:13:00-05:00
13,2454.0,185.839,185.84,185.85,185.85,185.83,1707124440000,68,2024-02-05 04:14:00-05:00
14,2027.0,185.8639,185.87,185.85,185.9,185.85,1707124500000,65,2024-02-05 04:15:00-05:00
15,3159.0,185.7526,185.75,185.76,185.77,185.7,1707124560000,98,2024-02-05 04:16:00-05:00
16,1541.0,185.6698,185.65,185.65,185.65,185.65,1707124620000,109,2024-02-05 04:17:00-05:00
17,4252.0,185.493,185.59,185.4,185.59,185.4,1707124680000,220,2024-02-05 04:18:00-05:00
18,1719.0,185.356,185.4,185.3,185.4,185.3,1707124740000,105,2024-02-05 04:19:00-05:00
19,1808.0,185.3223,185.31,185.31,185.36,185.31,1707124800000,74,2024-02-05 04:20:00-05:00
20,6056.0,185.1233,185.25,185.16,185.25,185.06,1707124860000,205,2024-02-05 04:21:00-05:00
21,13165.0,185.0612,185.13,185.1,185.13,185.01,1707124920000,180,2024-02-05 04:22:00-05:00
22,9411.0,185.025,185.13,185.02,185.13,185.0,1707124980000,349,2024-02-05 04:23:00-05:00
23,1951.0,185.0576,185.01,185.07,185.11,185.01,1707125040000,61,2024-02-05 04:24:00-05:00
24,8087.0,184.9802,185.04,185.02,185.04,184.9,1707125100000,323,2024-02-05 04:25:00-05:00
25,2557.0,185.1447,185.06,185.12,185.12,185.06,1707125160000,76,2024-02-05 04:26:00-05:00
26,1863.0,185.3457,185.3,185.34,185.34,185.3,1707125220000,73,2024-02-05 04:27:00-05:00
27,667.0,185.3007,185.28,185.28,185.28,185.28,1707125280000,55,2024-02-05 04:28:00-05:00
28,1719.0,185.2931,185.24,185.37,185.37,185.24,1707125340000,57,2024-02-05 04:29:00-05:00
29,1563.0,185.441,185.36,185.36,185.36,185.36,1707125400000,55,2024-02-05 04:30:00-05:00
30,889.0,185.4401,185.44,185.44,185.44,185.44,1707125460000,59,2024-02-05 04:31:00-05:00
31,1542.0,185.3739,185.42,185.42,185.42,185.42,1707125520000,82,2024-02-05 04:32:00-05:00
32,2932.0,185.263,185.36,185.22,185.36,185.22,1707125580000,119,2024-02-05 04:33:00-05:00
33,1366.0,185.1984,185.21,185.23,185.23,185.21,1707125640000,66,2024-02-05 04:34:00-05:00
34,2098.0,185.1254,185.1,185.17,185.17,185.1,1707125820000,65,2024-02-05 04:37:00-05:00
35,2248.0,185.1044,185.11,185.09,185.11,185.09,1707125940000,45,2024-02-05 04:39:00-05:00
36,1959.0,185.1191,185.1,185.12,185.12,185.1,1707126000000,65,2024-02-05 04:40:00-05:00
37,1438.0,185.1807,185.18,185.19,185.19,185.18,1707126060000,55,2024-02-05 04:41:00-05:00
38,1530.0,185.2376,185.22,185.25,185.25,185.22,1707126120000,50,2024-02-05 04:42:00-05:00
39,2769.0,185.2869,185.28,185.23,185.36,185.22,1707126180000,88,2024-02-05 04:43:00-05:00
40,1930.0,185.1582,185.23,185.11,185.23,185.11,1707126240000,90,2024-02-05 04:44:00-05:00
41,3653.0,185.3065,185.18,185.4,185.4,185.16,1707126300000,112,2024-02-05 04:45:00-05:00
42,2978.0,185.1474,185.13,185.14,185.15,185.13,1707126360000,72,2024-02-05 04:46:00-05:00
43,6140.0,185.1986,185.15,185.35,185.35,185.15,1707126420000,70,2024-02-05 04:47:00-05:00
44,2277.0,185.1506,185.13,185.14,185.14,185.13,1707126540000,70,2024-02-05 04:49:00-05:00
45,6092.0,185.1345,185.15,185.08,185.16,185.08,1707126660000,144,2024-02-05 04:51:00-05:00
46,2829.0,185.1304,185.08,185.15,185.15,185.08,1707126720000,83,2024-02-05 04:52:00-05:00
47,531.0,185.1801,185.17,185.17,185.17,185.17,1707126780000,29,2024-02-05 04:53:00-05:00
48,2609.0,185.1873,185.19,185.2,185.2,185.17,1707126840000,79,2024-02-05 04:54:00-05:00
49,2840.0,185.306,185.29,185.3,185.34,185.29,1707126900000,79,2024-02-05 04:55:00-05:00
50,1830.0,185.3764,185.33,185.42,185.42,185.33,1707126960000,56,2024-02-05 04:56:00-05:00
51,6396.0,185.4081,185.38,185.45,185.45,185.33,1707127020000,126,2024-02-05 04:57:00-05:00
52,3249.0,185.4471,185.45,185.45,185.5,185.45,1707127080000,85,2024-02-05 04:58:00-05:00
53,1191.0,185.3961,185.4,185.4,185.4,185.4,1707127140000,47,2024-02-05 04:59:00-05:00
54,2598.0,185.459,185.42,185.42,185.42,185.42,1707127200000,70,2024-02-05 05:00:00-05:00
55,3095.0,185.5556,185.54,185.65,185.65,185.54,1707127260000,61,2024-02-05 05:01:00-05:00
56,6543.0,185.6449,185.7,185.64,185.7,185.64,1707127320000,65,2024-02-05 05:02:00-05:00
57,1513.0,185.7665,185.75,185.75,185.75,185.75,1707127380000,48,2024-02-05 05:03:00-05:00
58,706.0,185.8353,185.79,185.85,185.85,185.79,1707127440000,33,2024-02-05 05:04:00-05:00
59,2531.0,185.8837,185.86,185.9,185.9,185.86,1707127500000,84,2024-02-05 05:05:00-05:00
60,2500.0,185.8291,185.88,185.79,185.89,185.79,1707127560000,66,2024-02-05 05:06:00-05:00
61,1108.0,185.8123,185.8,185.8,185.83,185.8,1707127620000,35,2024-02-05 05:07:00-05:00
62,2435.0,185.805,185.8,185.81,185.83,185.8,1707127740000,61,2024-02-05 05:09:00-05:00
63,1836.0,185.8419,185.86,185.8,185.86,185.8,1707127800000,56,2024-02-05 05:10:00-05:00
64,2331.0,185.756,185.78,185.72,185.79,185.72,1707127860000,86,2024-02-05 05:11:00-05:00
65,936.0,185.7532,185.77,185.77,185.77,185.77,1707127920000,35,2024-02-05 05:12:00-05:00
66,1908.0,185.8468,185.84,185.85,185.85,185.84,1707127980000,38,2024-02-05 05:13:00-05:00
67,453.0,185.8104,185.82,185.81,185.82,185.81,1707128040000,25,2024-02-05 05:14:00-05:00
68,3274.0,185.8953,185.88,185.89,185.94,185.88,1707128100000,43,2024-02-05 05:15:00-05:00
69,4969.0,185.7627,185.77,185.77,185.77,185.77,1707128160000,70,2024-02-05 05:16:00-05:00
70,5418.0,185.8731,185.85,185.9,185.9,185.85,1707128220000,102,2024-02-05 05:17:00-05:00
71,2941.0,185.9034,185.89,185.91,185.91,185.89,1707128280000,372,2024-02-05 05:18:00-05:00
72,1160.0,185.7709,185.78,185.79,185.79,185.77,1707128400000,36,2024-02-05 05:20:00-05:00
73,1068.0,185.7256,185.73,185.68,185.73,185.68,1707128460000,55,2024-02-05 05:21:00-05:00
74,612.0,185.6817,185.68,185.68,185.68,185.68,1707128520000,46,2024-02-05 05:22:00-05:00
75,743.0,185.6647,185.66,185.67,185.67,185.66,1707128580000,32,2024-02-05 05:23:00-05:00
76,1715.0,185.7769,185.8,185.78,185.8,185.78,1707128700000,49,2024-02-05 05:25:00-05:00
77,1959.0,185.6929,185.68,185.68,185.7,185.68,1707128760000,31,2024-02-05 05:26:00-05:00
78,287.0,185.6879,185.69,185.69,185.69,185.69,1707128820000,20,2024-02-05 05:27:00-05:00
79,1204.0,185.6648,185.65,185.65,185.65,185.65,1707128880000,83,2024-02-05 05:28:00-05:00
80,819.0,185.6488,185.64,185.64,185.64,185.64,1707128940000,25,2024-02-05 05:29:00-05:00
