,v,vw,o,c,h,l,t,n,UNIXTIME
0,3370.0,185.8339,186.0,185.75,186.0,185.75,1707123600000,133,2024-02-05 04:00:00-05:00
1,3014.0,185.7577,185.78,185.85,185.85,185.78,1707123660000,119,2024-02-05 04:01:00-05:00
2,2831.0,185.9529,185.95,185.94,185.95,185.94,1707123720000,79,2024-02-05 04:02:00-05:00
3,5076.0,186.0361,186.0,186.05,186.05,186.0,1707123780000,120,2024-02-05 04:03:00-05:00
4,1920.0,186.0548,186.05,186.05,186.05,186.05,1707123840000,32,2024-02-05 04:04:00-05:00
5,1121.0,186.1041,186.1,186.12,186.12,186.1,1707123900000,26,2024-02-05 04:05:00-05:00
6,4084.0,186.1691,186.19,186.19,186.19,186.16,1707123960000,93,2024-02-05 04:06:00-05:00
7,3201.0,186.1955,186.17,186.18,186.18,186.16,1707124020000,75,2024-02-05 04:07:00-05:00
8,4899.0,186.284,186.24,186.21,186.34,186.21,1707124080000,103,2024-02-05 04:08:00-05:00
9,7824.0,186.4029,186.37,186.45,186.45,186.36,1707124140000,78,2024-02-05 04:09:00-05:00
10,634.0,186.443,186.45,186.45,186.45,186.45,1707124200000,28,2024-02-05 04:10:00-05:00
11,2225.0,186.442,186.45,186.45,186.45,186.4,1707124260000,38,2024-02-05 04:11:00-05:00
12,6505.0,186.4925,186.48,186.5,186.5,186.45,1707124320000,82,2024-02-05 04:12:00-05:00
13,2708.0,186.4756,186.49,186.45,186.49,186.45,1707124380000,49,2024-02-05 04:13:00-05:00
14,3325.0,186.4567,186.46,186.46,186.46,186.45,1707124440000,49,2024-02-05 04:14:00-05:00
15,1355.0,186.445,186.46,186.4,186.46,186.4,1707124500000,50,2024-02-05 04:15:00-05:00
16,921.0,186.3695,186.4,186.33,186.4,186.33,1707124560000,29,2024-02-05 04:16:00-05:00
17,590.0,186.3446,186.34,186.34,186.34,186.34,1707124620000,22,2024-02-05 04:17:00-05:00
18,2284.0,186.3998,186.38,186.4,186.44,186.38,1707124680000,43,2024-02-05 04:18:00-05:00
19,4872.0,186.274,186.3,186.2,186.3,186.2,1707124740000,81,2024-02-05 04:19:00-05:00
20,3685.0,186.2778,186.28,186.28,186.28,186.28,1707124800000,21,2024-02-05 04:20:00-05:00
21,1011.0,186.2983,186.37,186.25,186.37,186.25,1707124860000,30,2024-02-05 04:21:00-05:00
22,2757.0,186.1077,186.16,186.05,186.18,186.05,1707125040000,54,2024-02-05 04:24:00-05:00
23,6326.0,186.0534,186.1,186.0,186.1,186.0,1707125100000,98,2024-02-05 04:25:00-05:00
24,684.0,186.0832,186.01,186.1,186.1,186.01,1707125160000,17,2024-02-05 04:26:00-05:00
25,1275.0,186.1432,186.15,186.15,186.15,186.15,1707125220000,35,2024-02-05 04:27:00-05:00
26,414.0,186.0627,186.06,186.06,186.06,186.06,1707125280000,28,2024-02-05 04:28:00-05:00
27,341.0,186.0805,186.09,186.09,186.09,186.09,1707125400000,21,2024-02-05 04:30:00-05:00
28,796.0,186.0979,186.1,186.1,186.1,186.1,1707125460000,25,2024-02-05 04:31:00-05:00
29,488.0,186.0873,186.08,186.08,186.08,186.08,1707125520000,20,2024-02-05 04:32:00-05:00
30,977.0,186.0999,186.1,186.1,186.1,186.1,1707125640000,27,2024-02-05 04:34:00-05:00
31,956.0,186.0484,186.08,186.08,186.08,186.08,1707125700000,48,2024-02-05 04:35:00-05:00
32,352.0,186.0304,186.0,186.0,186.0,186.0,1707125820000,15,2024-02-05 04:37:00-05:00
33,201.0,186.0112,186.01,186.01,186.01,186.01,1707125880000,13,2024-02-05 04:38:00-05:00
34,196.0,186.0476,186.07,186.07,186.07,186.07,1707126060000,8,2024-02-05 04:41:00-05:00
35,4265.0,186.0066,186.01,186.0,186.01,186.0,1707126120000,54,2024-02-05 04:42:00-05:00
36,689.0,185.9507,185.95,185.95,185.95,185.95,1707126300000,37,2024-02-05 04:45:00-05:00
37,515.0,185.9613,185.96,185.96,185.96,185.96,1707126360000,24,2024-02-05 04:46:00-05:00
38,631.0,185.9424,185.92,185.92,185.92,185.92,1707126420000,22,2024-02-05 04:47:00-05:00
39,343.0,185.9222,185.93,185.93,185.93,185.93,1707126480000,14,2024-02-05 04:48:00-05:00
40,1036.0,185.8375,185.85,185.8,185.85,185.8,1707126540000,64,2024-02-05 04:49:00-05:00
41,1262.0,185.6467,185.61,185.55,185.61,185.55,1707126660000,63,2024-02-05 04:51:00-05:00
42,1452.0,185.5216,185.56,185.51,185.56,185.5,1707126720000,57,2024-02-05 04:52:00-05:00
43,2334.0,185.4949,185.51,185.52,185.52,185.5,1707126780000,74,2024-02-05 04:53:00-05:00
44,5605.0,185.3239,185.39,185.32,185.39,185.29,1707126840000,88,2024-02-05 04:54:00-05:00
45,3854.0,185.2868,185.31,185.27,185.32,185.25,1707126900000,62,2024-02-05 04:55:00-05:00
46,1855.0,185.3153,185.24,185.41,185.41,185.24,1707126960000,49,2024-02-05 04:56:00-05:00
47,478.0,185.4125,185.4,185.42,185.42,185.4,1707127020000,9,2024-02-05 04:57:00-05:00
48,140.0,185.4217,185.42,185.42,185.42,185.42,1707127080000,7,2024-02-05 04:58:00-05:00
49,692.0,185.4525,185.44,185.44,185.44,185.44,1707127200000,37,2024-02-05 05:00:00-05:00
50,759.0,185.5034,185.52,185.52,185.52,185.52,1707127260000,27,2024-02-05 05:01:00-05:00
51,1576.0,185.4964,185.52,185.5,185.52,185.5,1707127380000,31,2024-02-05 05:03:00-05:00
52,539.0,185.4551,185.45,185.46,185.46,185.45,1707127440000,19,2024-02-05 05:04:00-05:00
53,1771.0,185.4526,185.46,185.42,185.46,185.42,1707127500000,30,2024-02-05 05:05:00-05:00
54,3552.0,185.4205,185.42,185.42,185.42,185.42,1707127560000,25,2024-02-05 05:06:00-05:00
55,128.0,185.4226,185.42,185.42,185.42,185.42,1707127620000,5,2024-02-05 05:07:00-05:00
56,367.0,185.431,185.42,185.42,185.42,185.42,1707127740000,16,2024-02-05 05:09:00-05:00
57,1453.0,185.4165,185.42,185.4,185.42,185.4,1707127920000,29,2024-02-05 05:12:00-05:00
58,149.0,185.4134,185.42,185.42,185.42,185.42,1707128220000,6,2024-02-05 05:17:00-05:00
59,491.0,185.3606,185.36,185.36,185.36,185.36,1707128340000,22,2024-02-05 05:19:00-05:00
60,670.0,185.3811,185.36,185.4,185.4,185.36,1707128400000,21,2024-02-05 05:20:00-05:00
61,508.0,185.5612,185.55,185.53,185.55,185.53,1707128700000,13,2024-02-05 05:25:00-05:00
62,224.0,185.5319,185.52,185.52,185.52,185.52,1707128820000,18,2024-02-05 05:27:00-05:00
63,1538.0,185.6248,185.6,185.63,185.65,185.6,1707128940000,43,2024-02-05 05:29:00-05:00
64,2066.0,185.7442,185.63,185.8,185.8,185.63,1707129000000,43,2024-02-05 05:30:00-05:00
65,3348.0,185.9372,185.88,186.0,186.0,185.88,1707129060000,82,2024-02-05 05:31:00-05:00
66,1576.0,186.0861,186.0,186.0,186.0,186.0,1707129300000,56,2024-02-05 05:35:00-05:00
67,2062.0,186.253,186.2,186.31,186.31,186.2,1707129360000,33,2024-02-05 05:36:00-05:00
68,1472.0,186.3737,186.38,186.38,186.38,186.38,1707129480000,34,2024-02-05 05:38:00-05:00
69,280.0,186.362,186.37,186.37,186.37,186.37,1707129540000,12,2024-02-05 05:39:00-05:00
70,559.0,186.354,186.35,186.35,186.35,186.35,1707129600000,26,2024-02-05 05:40:00-05:00
71,545.0,186.2093,186.24,186.2,186.24,186.2,1707129840000,14,2024-02-05 05:44:00-05:00
72,3827.0,186.1111,186.21,186.0,186.21,186.0,1707130020000,105,2024-02-05 05:47:00-05:00
73,837.0,185.9521,185.94,185.94,185.94,185.94,1707130200000,27,2024-02-05 05:50:00-05:00
74,774.0,186.0892,186.1,186.1,186.1,186.1,1707130260000,30,2024-02-05 05:51:00-05:00
75,441.0,186.1693,186.17,186.17,186.17,186.17,1707130440000,13,2024-02-05 05:54:00-05:00
76,2612.0,186.184,186.17,186.2,186.2,186.17,1707130500000,43,2024-02-05 05:55:00-05:00
77,1530.0,186.281,186.29,186.29,186.29,186.29,1707130620000,23,2024-02-05 05:57:00-05:00
78,239.0,186.1955,186.2,186.2,186.2,186.2,1707130860000,14,2024-02-05 06:01:00-05:00
79,467.0,186.1703,186.19,186.19,186.19,186.19,1707130980000,17,2024-02-05 06:03:00-05:00
80,4394.0,186.0229,186.05,186.0,186.05,186.0,1707131040000,82,2024-02-05 06:04:00-05:00
81,459.0,186.1086,186.06,186.06,186.06,186.06,1707131160000,15,2024-02-05 06:06:00-05:00
82,1691.0,186.0328,186.0,186.05,186.06,186.0,1707131280000,31,2024-02-05 06:08:00-05:00
83,298.0,186.136,186.14,186.14,186.14,186.14,1707131340000,6,2024-02-05 06:09:00-05:00
84,570.0,186.0959,186.09,186.09,186.09,186.09,1707131580000,14,2024-02-05 06:13:00-05:00
85,1011.0,186.1934,186.19,186.2,186.2,186.19,1707131700000,17,2024-02-05 06:15:00-05:00
86,1199.0,186.2244,186.2,186.24,186.24,186.2,1707131940000,24,2024-02-05 06:19:00-05:00
87,1436.0,186.2855,186.25,186.29,186.29,186.25,1707132000000,42,2024-02-05 06:20:00-05:00
88,873.0,186.2907,186.3,186.29,186.3,186.29,1707132060000,20,2024-02-05 06:21:00-05:00
89,3699.0,186.379,186.37,186.45,186.45,186.37,1707132120000,87,2024-02-05 06:22:00-05:00
90,7059.0,186.5112,186.47,186.5,186.59,186.47,1707132180000,123,2024-02-05 06:23:00-05:00
91,3014.0,186.4166,186.46,186.39,186.46,186.39,1707132240000,55,2024-02-05 06:24:00-05:00
92,689.0,186.3482,186.35,186.35,186.35,186.35,1707132300000,19,2024-02-05 06:25:00-05:00
93,342.0,186.3882,186.39,186.39,186.39,186.39,1707132360000,12,2024-02-05 06:26:00-05:00
94,1775.0,186.3929,186.4,186.39,186.4,186.39,1707132420000,28,2024-02-05 06:27:00-05:00
95,7416.0,186.3564,186.4,186.3,186.4,186.3,1707132540000,111,2024-02-05 06:29:00-05:00
96,1864.0,186.2723,186.3,186.25,186.3,186.25,1707132600000,51,2024-02-05 06:30:00-05:00
97,442.0,186.271,186.27,186.27,186.27,186.27,1707132720000,19,2024-02-05 06:32:00-05:00
98,807.0,186.2392,186.27,186.2,186.27,186.2,1707132900000,48,2024-02-05 06:35:00-05:00
99,758.0,186.203,186.23,186.23,186.23,186.23,1707132960000,37,2024-02-05 06:36:00-05:00
100,1019.0,186.1906,186.19,186.14,186.23,186.14,1707133020000,22,2024-02-05 06:37:00-05:00
101,824.0,186.2861,186.26,186.26,186.26,186.26,1707133200000,21,2024-02-05 06:40:00-05:00
102,424.0,186.1688,186.15,186.15,186.15,186.15,1707133320000,18,2024-02-05 06:42:00-05:00
103,417.0,186.2563,186.26,186.26,186.26,186.26,1707133440000,11,2024-02-05 06:44:00-05:00
104,995.0,186.2461,186.25,186.25,186.25,186.25,1707133500000,37,2024-02-05 06:45:00-05:00
105,2091.0,186.1816,186.18,186.18,186.18,186.18,1707133560000,20,2024-02-05 06:46:00-05:00
106,3125.0,186.175,186.18,186.15,186.18,186.15,1707133620000,57,2024-02-05 06:47:00-05:00
107,450.0,186.2107,186.21,186.21,186.21,186.21,1707133740000,15,2024-02-05 06:49:00-05:00
108,547.0,186.1991,186.2,186.2,186.2,186.2,1707133800000,21,2024-02-05 06:50:00-05:00
109,1600.0,186.09,186.19,186.0,186.19,186.0,1707133860000,73,2024-02-05 06:51:00-05:00
110,2677.0,185.941,186.0,185.9,186.0,185.85,1707133920000,159,2024-02-05 06:52:00-05:00
111,6574.0,185.8201,185.83,185.92,185.92,185.79,1707133980000,46,2024-02-05 06:53:00-05:00
112,1631.0,185.9835,185.96,185.96,185.96,185.96,1707134040000,44,2024-02-05 06:54:00-05:00
113,412.0,186.1614,186.15,186.16,186.16,186.15,1707134220000,26,2024-02-05 06:57:00-05:00
114,1099.0,186.1444,186.12,186.12,186.12,186.12,1707134280000,35,2024-02-05 06:58:00-05:00
115,1064.0,186.2713,186.29,186.3,186.3,186.29,1707134340000,33,2024-02-05 06:59:00-05:00
116,10413.0,186.1693,186.19,186.09,186.19,186.09,1707134400000,357,2024-02-05 07:00:00-05:00
117,931.0,186.1368,186.19,186.12,186.19,186.11,1707134460000,19,2024-02-05 07:01:00-05:00
118,8318.0,186.1528,186.12,186.19,186.23,186.12,1707134520000,126,2024-02-05 07:02:00-05:00
119,2080.0,186.2143,186.23,186.18,186.23,186.18,1707134580000,52,2024-02-05 07:03:00-05:00
120,12483.0,186.2633,186.19,186.35,186.4,186.19,1707134640000,204,2024-02-05 07:04:00-05:00
121,2123.0,186.3448,186.35,186.34,186.35,186.33,1707134700000,50,2024-02-05 07:05:00-05:00
122,3821.0,186.3116,186.34,186.33,186.34,186.3,1707134760000,84,2024-02-05 07:06:00-05:00
123,4482.0,186.4134,186.37,186.47,186.49,186.37,1707134880000,76,2024-02-05 07:08:00-05:00
124,4507.0,186.511,186.47,186.57,186.57,186.47,1707134940000,80,2024-02-05 07:09:00-05:00
125,3585.0,186.5747,186.55,186.55,186.59,186.55,1707135000000,66,2024-02-05 07:10:00-05:00
126,6466.0,186.641,186.59,186.69,186.69,186.59,1707135060000,149,2024-02-05 07:11:00-05:00
127,492.0,186.6556,186.67,186.67,186.67,186.67,1707135180000,25,2024-02-05 07:13:00-05:00
128,7079.0,186.7405,186.67,186.85,186.85,186.67,1707135240000,138,2024-02-05 07:14:00-05:00
129,5532.0,186.7323,186.8,186.72,186.8,186.66,1707135300000,93,2024-02-05 07:15:00-05:00
130,1572.0,186.7174,186.75,186.75,186.75,186.75,1707135360000,59,2024-02-05 07:16:00-05:00
131,12235.0,186.8242,186.74,186.93,186.93,186.74,1707135420000,253,2024-02-05 07:17:00-05:00
132,576.0,186.8358,186.82,186.82,186.82,186.82,1707135480000,30,2024-02-05 07:18:00-05:00
133,4547.0,186.7203,186.8,186.65,186.8,186.65,1707135540000,111,2024-02-05 07:19:00-05:00
134,23311.0,186.9709,186.72,186.91,187.4,186.7,1707135660000,353,2024-02-05 07:21:00-05:00
135,6030.0,186.8028,187.02,186.84,187.04,186.35,1707135720000,158,2024-02-05 07:22:00-05:00
136,2272.0,186.9762,186.95,187.0,187.0,186.95,1707135780000,54,2024-02-05 07:23:00-05:00
137,408.0,186.9551,186.96,186.96,186.96,186.96,1707135840000,25,2024-02-05 07:24:00-05:00
138,2901.0,186.8578,186.87,186.75,186.87,186.75,1707135900000,95,2024-02-05 07:25:00-05:00
139,5038.0,186.7154,186.74,186.69,186.77,186.69,1707135960000,173,2024-02-05 07:26:00-05:00
140,3240.0,186.5787,186.64,186.55,186.64,186.5,1707136020000,83,2024-02-05 07:27:00-05:00
141,3336.0,186.6333,186.6,186.68,186.68,186.6,1707136080000,52,2024-02-05 07:28:00-05:00
142,7401.0,186.8197,186.72,186.96,186.96,186.72,1707136140000,165,2024-02-05 07:29:00-05:00
143,2777.0,186.8145,186.78,186.83,186.83,186.78,1707136200000,111,2024-02-05 07:30:00-05:00
144,4088.0,186.7721,186.75,186.75,186.76,186.75,1707136260000,112,2024-02-05 07:31:00-05:00
145,1669.0,186.7759,186.76,186.77,186.8,186.76,1707136320000,44,2024-02-05 07:32:00-05:00
146,2413.0,186.7759,186.77,186.8,186.8,186.77,1707136380000,59,2024-02-05 07:33:00-05:00
147,1706.0,186.8202,186.8,186.81,186.84,186.8,1707136440000,44,2024-02-05 07:34:00-05:00
148,1324.0,186.8213,186.88,186.82,186.88,186.82,1707136500000,51,2024-02-05 07:35:00-05:00
149,3334.0,186.8658,186.87,186.89,186.89,186.86,1707136560000,62,2024-02-05 07:36:00-05:00
150,9564.0,187.0574,186.94,187.19,187.19,186.93,1707136680000,148,2024-02-05 07:38:00-05:00
151,4613.0,187.0522,187.08,187.0,187.13,187.0,1707136740000,128,2024-02-05 07:39:00-05:00
152,4815.0,187.0465,186.97,187.05,187.09,186.97,1707136800000,114,2024-02-05 07:40:00-05:00
153,4074.0,187.0734,187.0,187.15,187.15,187.0,1707136860000,95,2024-02-05 07:41:00-05:00
154,9249.0,187.1538,187.18,187.2,187.2,187.1,1707136920000,169,2024-02-05 07:42:00-05:00
155,6336.0,187.2131,187.11,187.25,187.25,187.11,1707136980000,105,2024-02-05 07:43:00-05:00
156,10152.0,187.196,187.3,187.19,187.3,187.1,1707137040000,228,2024-02-05 07:44:00-05:00
157,8290.0,187.2065,187.19,187.23,187.29,187.17,1707137100000,142,2024-02-05 07:45:00-05:00
158,2814.0,187.184,187.24,187.15,187.24,187.15,1707137160000,77,2024-02-05 07:46:00-05:00
159,2628.0,187.1522,187.15,187.13,187.15,187.13,1707137220000,52,2024-02-05 07:47:00-05:00
160,2384.0,187.1266,187.1,187.1,187.1,187.1,1707137280000,71,2024-02-05 07:48:00-05:00
161,5792.0,187.1096,187.1,187.16,187.16,187.1,1707137340000,61,2024-02-05 07:49:00-05:00
162,3321.0,187.1536,187.1,187.24,187.24,187.1,1707137400000,109,2024-02-05 07:50:00-05:00
163,1211.0,187.2396,187.25,187.25,187.25,187.25,1707137460000,57,2024-02-05 07:51:00-05:00
164,2523.0,187.2839,187.28,187.3,187.3,187.28,1707137520000,63,2024-02-05 07:52:00-05:00
165,811.0,187.2464,187.25,187.25,187.25,187.25,1707137640000,51,2024-02-05 07:54:00-05:00
166,5899.0,187.3045,187.3,187.25,187.39,187.25,1707137700000,123,2024-02-05 07:55:00-05:00
167,2921.0,187.2943,187.25,187.32,187.32,187.25,1707137760000,71,2024-02-05 07:56:00-05:00
168,2938.0,187.3673,187.38,187.35,187.4,187.35,1707137820000,52,2024-02-05 07:57:00-05:00
169,1059.0,187.3768,187.38,187.38,187.38,187.38,1707137880000,46,2024-02-05 07:58:00-05:00
170,2841.0,187.3836,187.37,187.38,187.4,187.36,1707137940000,45,2024-02-05 07:59:00-05:00
171,93775.0,186.7966,186.15,187.46,187.49,186.08,1707138000000,1008,2024-02-05 08:00:00-05:00
172,18866.0,187.3841,187.44,187.49,187.55,187.44,1707138060000,1239,2024-02-05 08:01:00-05:00
173,23283.0,186.531,187.43,187.38,187.45,185.25,1707138120000,1068,2024-02-05 08:02:00-05:00
174,9538.0,186.7032,185.34,185.32,187.38,185.25,1707138180000,375,2024-02-05 08:03:00-05:00
175,5594.0,186.6068,185.25,187.32,187.4101,185.25,1707138240000,214,2024-02-05 08:04:00-05:00
176,13621.0,187.3101,187.32,187.23,187.4,187.22,1707138300000,246,2024-02-05 08:05:00-05:00
177,6113.0,187.2729,187.39,187.24,187.39,187.24,1707138360000,133,2024-02-05 08:06:00-05:00
178,4792.0,187.1937,187.22,187.24,187.24,187.18,1707138420000,92,2024-02-05 08:07:00-05:00
179,2088.0,187.2033,187.21,187.17,187.29,187.17,1707138480000,85,2024-02-05 08:08:00-05:00
180,9279.0,187.2456,187.22,187.2316,187.3,187.17,1707138540000,142,2024-02-05 08:09:00-05:00
181,6507.0,187.2349,187.22,187.23,187.29,187.17,1707138600000,124,2024-02-05 08:10:00-05:00
182,1296.0,187.2145,187.29,187.2,187.29,187.2,1707138660000,47,2024-02-05 08:11:00-05:00
183,1042.0,187.2277,187.22,187.24,187.24,187.22,1707138720000,43,2024-02-05 08:12:00-05:00
184,3730.0,187.2527,187.2,187.2878,187.29,187.2,1707138780000,75,2024-02-05 08:13:00-05:00
185,1543.0,187.2683,187.27,187.27,187.27,187.27,1707138840000,70,2024-02-05 08:14:00-05:00
186,2830.0,187.2351,187.25,187.28,187.28,187.21,1707138900000,72,2024-02-05 08:15:00-05:00
187,2697.0,187.2374,187.25,187.23,187.29,187.21,1707138960000,77,2024-02-05 08:16:00-05:00
188,6156.0,187.1554,187.2,187.08,187.24,187.08,1707139020000,182,2024-02-05 08:17:00-05:00
189,8237.0,186.991,187.02,186.92,187.03,186.9,1707139080000,183,2024-02-05 08:18:00-05:00
190,5389.0,186.9186,186.93,186.97,186.97,186.85,1707139140000,136,2024-02-05 08:19:00-05:00
191,4465.0,186.9867,186.97,186.99,186.99,186.97,1707139200000,58,2024-02-05 08:20:00-05:00
192,2416.0,186.9304,186.97,186.9,186.97,186.9,1707139260000,71,2024-02-05 08:21:00-05:00
193,7265.0,186.9765,186.9025,186.95,187.0,186.9,1707139320000,109,2024-02-05 08:22:00-05:00
194,2041.0,186.9271,186.9043,187.0,187.0,186.9,1707139380000,66,2024-02-05 08:23:00-05:00
195,5031.0,186.9019,186.9,186.86,186.9,186.86,1707139440000,103,2024-02-05 08:24:00-05:00
196,4674.0,186.8667,186.86,186.86,186.88,186.86,1707139500000,39,2024-02-05 08:25:00-05:00
197,1124.0,186.881,186.86,186.9198,186.9198,186.86,1707139560000,45,2024-02-05 08:26:00-05:00
198,8234.0,186.8595,186.87,186.85,186.87,186.85,1707139620000,96,2024-02-05 08:27:00-05:00
199,1307.0,186.854,186.85,186.85,186.85,186.85,1707139680000,53,2024-02-05 08:28:00-05:00
200,3759.0,186.8805,186.85,186.91,186.91,186.85,1707139740000,82,2024-02-05 08:29:00-05:00
201,4016.0,186.8169,186.85,186.83,186.85,186.8,1707139800000,123,2024-02-05 08:30:00-05:00
202,1455.0,186.7965,186.72,186.76,186.85,186.72,1707139860000,67,2024-02-05 08:31:00-05:00
203,7929.0,186.8833,186.84,186.85,186.92,186.8214,1707139920000,139,2024-02-05 08:32:00-05:00
204,3184.0,186.8187,186.85,186.82,186.85,186.78,1707139980000,61,2024-02-05 08:33:00-05:00
205,2076.0,186.7897,186.8,186.8,186.8,186.78,1707140040000,62,2024-02-05 08:34:00-05:00
206,2911.0,186.7594,186.77,186.75,186.77,186.73,1707140100000,65,2024-02-05 08:35:00-05:00
207,1480.0,186.7351,186.73,186.71,186.73,186.71,1707140160000,91,2024-02-05 08:36:00-05:00
208,3526.0,186.7035,186.71,186.7,186.74,186.7,1707140220000,157,2024-02-05 08:37:00-05:00
209,16468.0,186.6457,186.7,186.608,186.71,186.6,1707140280000,195,2024-02-05 08:38:00-05:00
210,4159.0,186.6544,186.7222,186.63,186.7222,186.62,1707140340000,78,2024-02-05 08:39:00-05:00
211,1938.0,186.5698,186.55,186.6,186.6,186.55,1707140400000,64,2024-02-05 08:40:00-05:00
212,1138.0,186.6627,186.66,186.61,186.66,186.61,1707140460000,58,2024-02-05 08:41:00-05:00
213,2190.0,186.6221,186.67,186.6699,186.67,186.6,1707140520000,89,2024-02-05 08:42:00-05:00
214,5564.0,186.7213,186.67,186.8,186.8,186.67,1707140580000,179,2024-02-05 08:43:00-05:00
215,2322027.0,185.8516,186.8,186.76,186.8,186.76,1707140640000,121,2024-02-05 08:44:00-05:00
216,964.0,186.8029,186.8162,186.8162,186.8162,186.8162,1707140700000,48,2024-02-05 08:45:00-05:00
217,1952.0,186.8275,186.8,186.85,186.85,186.8,1707140760000,61,2024-02-05 08:46:00-05:00
218,2875.0,186.8214,186.85,186.85,186.85,186.7896,1707140820000,105,2024-02-05 08:47:00-05:00
219,9001.0,186.9929,186.87,187.07,187.07,186.87,1707140880000,179,2024-02-05 08:48:00-05:00
220,11618.0,187.0337,187.07,186.9503,187.1,186.9503,1707140940000,183,2024-02-05 08:49:00-05:00
221,2190.0,187.0703,187.06,187.05,187.0899,187.05,1707141000000,81,2024-02-05 08:50:00-05:00
222,8602.0,186.9864,187.01,187.0,187.01,186.98,1707141060000,167,2024-02-05 08:51:00-05:00
223,9406.0,186.8793,187.074,186.8,187.074,186.75,1707141120000,235,2024-02-05 08:52:00-05:00
224,4046.0,186.9139,186.993,187.0,187.0097,186.87,1707141180000,80,2024-02-05 08:53:00-05:00
225,8651.0,186.9628,187.0082,187.0,187.0082,186.9,1707141240000,151,2024-02-05 08:54:00-05:00
