,v,vw,o,c,h,l,t,n,UNIXTIME
0,5318.0,187.3539,187.77,187.32,187.77,187.07,1707814800000,303,2024-02-13 04:00:00-05:00
1,6484.0,187.7049,187.52,187.75,187.91,187.52,1707814860000,204,2024-02-13 04:01:00-05:00
2,2862.0,187.7564,187.75,187.83,187.83,187.75,1707814920000,91,2024-02-13 04:02:00-05:00
3,3614.0,187.8126,187.77,187.88,187.88,187.77,1707814980000,106,2024-02-13 04:03:00-05:00
4,1520.0,187.8938,187.91,187.9,187.91,187.9,1707815040000,77,2024-02-13 04:04:00-05:00
5,1594.0,187.8404,187.87,187.81,187.89,187.81,1707815100000,80,2024-02-13 04:05:00-05:00
6,1781.0,187.7535,187.75,187.74,187.76,187.74,1707815160000,82,2024-02-13 04:06:00-05:00
7,1544.0,187.7038,187.71,187.71,187.71,187.71,1707815220000,106,2024-02-13 04:07:00-05:00
8,1772.0,187.5779,187.63,187.51,187.63,187.51,1707815280000,111,2024-02-13 04:08:00-05:00
9,6185.0,187.6046,187.53,187.71,187.71,187.53,1707815340000,97,2024-02-13 04:09:00-05:00
10,1619.0,187.7775,187.78,187.8,187.8,187.78,1707815400000,55,2024-02-13 04:10:00-05:00
11,4088.0,187.7988,187.8,187.8,187.8,187.8,1707815460000,46,2024-02-13 04:11:00-05:00
12,1950.0,187.8402,187.85,187.85,187.85,187.85,1707815520000,50,2024-02-13 04:12:00-05:00
13,2879.0,187.7636,187.78,187.73,187.78,187.73,1707815640000,98,2024-02-13 04:14:00-05:00
14,2734.0,187.6951,187.7,187.71,187.71,187.7,1707815700000,50,2024-02-13 04:15:00-05:00
15,546.0,187.7156,187.71,187.71,187.71,187.71,1707815760000,27,2024-02-13 04:16:00-05:00
16,1189.0,187.6598,187.64,187.64,187.64,187.64,1707816000000,72,2024-02-13 04:20:00-05:00
17,1448.0,187.5941,187.64,187.58,187.64,187.56,1707816060000,77,2024-02-13 04:21:00-05:00
18,1311.0,187.5548,187.55,187.55,187.55,187.55,1707816120000,35,2024-02-13 04:22:00-05:00
